customer_id,segment,churned,risk_score
1,SMB,0,0.06124335083806347
2,SMB,0,0.03315876775849301
3,Occasional,0,0.4955187341507272
4,SMB,0,0.02121935950332505
5,Mid-Market,0,0.0001841021331366037
6,Occasional,1,0.6529434765371999
7,SMB,0,0.0854842070619375
8,SMB,0,0.052968637689336136
9,Mid-Market,0,0.0003342667778797061
10,SMB,0,0.007350276792932735
11,Mid-Market,0,0.00011170574031037057
12,Occasional,1,0.7623232104601794
13,SMB,0,0.005786236310434366
14,SMB,0,0.11208010429687694
15,SMB,0,0.03186872233179209
16,Mid-Market,0,0.001464977038070048
17,SMB,0,0.027368670291785767
18,Enterprise,0,0.0005066642216903633
19,SMB,0,0.26219557707555563
20,SMB,0,0.024211820302937653
21,SMB,0,0.07926534954760041
22,Mid-Market,0,0.0008241363997808318
23,Occasional,0,0.09593032654970358
24,Occasional,0,0.21393291623676527
25,SMB,0,0.007888844691558792
26,Mid-Market,0,7.589030903706187e-05
27,SMB,0,0.06014466657083907
28,Enterprise,0,0.00030602229711825256
29,Mid-Market,0,0.000412376620776592
30,SMB,0,0.03286933910001902
31,SMB,0,0.01545575560526073
33,Mid-Market,0,0.0003174164799020254
34,Mid-Market,0,0.0010867679365827666
35,SMB,0,0.050937478609316314
36,Mid-Market,0,0.004427783576768406
37,Mid-Market,0,0.0037042916283067896
39,Mid-Market,0,0.0004093812425400166
40,SMB,0,0.019423145040828236
41,SMB,0,0.17250457557340737
42,Occasional,0,0.20395182246120205
43,SMB,0,0.006409798984077818
44,Mid-Market,0,0.0010764843802071726
45,Occasional,1,0.7154761511014817
46,SMB,0,0.028028077388535473
47,Mid-Market,0,0.0008322889289589495
48,Mid-Market,0,0.00010883695437074462
49,SMB,0,0.04714681026614867
50,Mid-Market,0,0.003983446714037909
51,Mid-Market,0,0.0003583807590808
52,Enterprise,0,0.0006374143452655978
53,SMB,0,0.046170227476812174
54,SMB,0,0.008952326418229732
55,SMB,0,0.06803591202704735
56,SMB,1,0.5661459976700357
57,SMB,0,0.019098714441834884
58,SMB,0,0.006484405438958308
59,Mid-Market,0,0.001081176177785201
61,SMB,0,0.024260614764437752
63,SMB,0,0.020404764785364102
64,SMB,1,0.6416076505531334
65,SMB,0,0.08943509768404172
66,SMB,0,0.09751540054194698
68,Mid-Market,0,0.001600983998280763
69,Enterprise,0,0.00032633152102267413
70,SMB,0,0.06766044676506466
71,Mid-Market,0,0.00022174771574034953
72,Mid-Market,0,0.004486822780675866
73,Occasional,0,0.20497534404829426
74,Mid-Market,0,0.00011650702788966679
75,Enterprise,0,0.00013062662559281012
76,Mid-Market,0,0.003329801573810971
77,Mid-Market,0,0.00020467701606284954
78,SMB,1,0.45996607570062187
79,SMB,1,0.7025684211172007
80,SMB,0,0.010196215248339262
81,SMB,0,0.09342740402241419
82,Mid-Market,0,8.308673622781978e-05
83,SMB,0,0.04570986670065717
84,Mid-Market,0,0.0004665332582503382
85,Enterprise,0,0.00019409775553221135
86,Mid-Market,0,0.021177909028921117
87,SMB,0,0.11765250938942261
88,SMB,0,0.053018142248161516
89,Mid-Market,0,0.014256452045167409
90,SMB,0,0.02253128229665136
91,Mid-Market,0,0.00039726675235847046
92,SMB,0,0.06240920521091534
93,SMB,1,0.010210881639696258
94,Mid-Market,0,0.0001713548542620706
95,Mid-Market,0,0.0060716509912546665
96,SMB,0,0.07031518551937017
98,Mid-Market,0,0.004343615266242616
99,Mid-Market,0,0.0003794019781566667
100,Occasional,0,0.05267881621882975
101,Occasional,1,0.7904383847097965
102,SMB,0,0.049604281583260294
104,Occasional,0,0.1598573828051641
105,SMB,0,0.018982860677944913
106,SMB,0,0.14403314891255364
107,SMB,0,0.0872027355880926
108,Mid-Market,0,0.007307311424043034
109,Mid-Market,0,0.0017000059163654
110,Occasional,1,0.06317358950592926
111,SMB,1,0.13288035391499164
112,Mid-Market,0,0.002932987061392057
113,Mid-Market,0,0.004557801705995195
114,SMB,0,0.005443276273158645
115,Mid-Market,0,0.001471649342905558
116,Occasional,0,0.037911971493475735
117,SMB,0,0.03135605918132091
118,SMB,0,0.09463388919882916
119,SMB,0,0.093918061348201
120,SMB,0,0.013440251748166899
121,SMB,0,0.005537820056372883
123,Mid-Market,0,0.001369803886727081
124,Mid-Market,0,0.002987323608534292
125,Enterprise,0,0.00023843800778287701
126,SMB,0,0.07093669488409103
127,Mid-Market,0,0.0001066936426758458
128,Mid-Market,0,0.0006355620429313165
129,Mid-Market,0,0.00030254291725961233
130,SMB,0,0.0012135190572055297
131,Mid-Market,0,4.39536069110593e-05
132,Occasional,1,0.763119077472606
133,SMB,0,0.017347315899500844
134,Mid-Market,0,0.0002294304820802115
135,SMB,0,0.03209661278685669
136,Enterprise,0,0.0001336392011166736
137,Occasional,0,0.03243674814220641
138,SMB,0,0.020722203467322963
139,SMB,0,0.03685847064176996
140,Mid-Market,0,8.691068643922892e-05
141,SMB,1,0.5861974752169615
142,SMB,1,0.5313710312702202
144,SMB,0,0.03452227520889406
145,SMB,0,0.010103514913636235
146,Mid-Market,0,0.009045891758283568
147,Mid-Market,0,0.0002090452047236083
148,SMB,0,0.016425225341774027
149,SMB,0,0.10247221867038679
150,Enterprise,0,0.00011717916019980952
151,SMB,0,0.0027627074732735663
152,Occasional,0,0.0462864915478179
153,Mid-Market,0,0.0002480343644166135
154,SMB,1,0.28115147679851016
155,Mid-Market,0,0.0017432712901868585
156,SMB,0,0.04102429916670359
157,Mid-Market,0,0.00020531598297089597
158,SMB,0,0.13069399648088276
159,SMB,0,0.012209799380768117
160,SMB,0,0.0635507147204787
161,Mid-Market,0,0.004893380556974153
162,Occasional,1,0.7507473938702243
163,Mid-Market,0,7.76153724132729e-05
164,Enterprise,0,0.0004252802450732905
165,SMB,0,0.07240479177729199
166,Mid-Market,0,0.001756298902078757
167,SMB,0,0.07565473455086844
168,SMB,0,0.048219224423854685
169,Mid-Market,0,4.132531409001506e-05
170,Occasional,0,0.20261345199666664
171,Mid-Market,0,0.0038236903214873635
172,SMB,0,0.07140836754904521
173,Mid-Market,0,0.0009062582688279554
174,Occasional,1,0.45969586840223864
175,Mid-Market,0,0.010305916249428674
176,Enterprise,0,7.567725495987467e-05
177,SMB,0,0.12896283404198258
178,Occasional,0,0.03273096570793446
179,Occasional,0,0.04504779809895016
180,SMB,0,0.05873778529558101
181,Occasional,1,0.2961889316457997
182,Occasional,0,0.6659075323944809
183,SMB,0,0.04359730700998846
184,Mid-Market,0,0.0009677228416205944
186,SMB,1,0.4677355529077844
187,Mid-Market,0,0.00028654357216035967
188,Mid-Market,0,6.423079931989703e-05
189,SMB,0,0.04560658723725626
192,Mid-Market,0,0.0015178059423216468
193,Mid-Market,0,0.0006333194393416814
194,Occasional,0,0.1351294675724794
195,Mid-Market,0,3.0570583983541755e-05
196,Mid-Market,0,0.006107540595849338
197,SMB,0,0.03050051206065062
198,Occasional,1,0.6496275552700295
199,Mid-Market,0,4.090204891008578e-05
201,SMB,0,0.011945538941504375
203,SMB,1,0.22856172101661426
204,Mid-Market,0,0.00022242183882498388
206,Mid-Market,0,0.007796482479023531
208,SMB,0,0.05905434677665988
209,Mid-Market,0,0.03750246840766376
212,SMB,0,0.014403908568563236
213,Mid-Market,0,0.0004457220345760351
214,SMB,0,0.12517871958067744
215,SMB,0,0.038966066970103005
216,SMB,0,0.04882550416223424
217,Mid-Market,0,7.244576071461573e-05
218,Mid-Market,0,0.0041534228060170755
219,Occasional,1,0.21171578694470886
220,Mid-Market,0,0.0011183870349757285
221,Mid-Market,0,0.0009571057192441711
222,SMB,0,0.02799484871262926
223,SMB,0,0.010906387725971991
225,Mid-Market,0,6.004747279067263e-05
226,Occasional,1,0.7500194601508504
227,Enterprise,0,0.00027916887641051387
228,SMB,0,0.15279133786434784
229,SMB,0,0.022522731410436703
230,Mid-Market,0,0.00046038598193217257
231,Mid-Market,0,0.0007292498973124596
232,Mid-Market,0,0.005925941192261553
234,SMB,0,0.019514684915749758
235,Occasional,0,0.9278870347657869
236,SMB,0,0.057236766311289815
237,SMB,0,0.08788881246777477
238,SMB,0,0.044125968444529824
239,Enterprise,0,3.745693823739605e-05
240,Mid-Market,0,0.0013818664316448365
241,SMB,0,0.2874173739168687
242,SMB,1,0.6150500101710814
243,Mid-Market,0,0.00011596942156233495
244,SMB,0,0.01584077123491995
246,Occasional,1,0.6298234492622495
249,Mid-Market,0,0.0017912884149082276
250,Mid-Market,0,0.0012024799437267933
251,SMB,0,0.07788987054689347
253,SMB,0,0.009412414277619048
254,Mid-Market,0,9.680162063254385e-05
255,Mid-Market,0,7.293162803148386e-05
256,SMB,0,0.0034930782884119815
257,SMB,0,0.10593971447623975
258,Mid-Market,0,0.0003378742914692996
259,Enterprise,0,0.0005531006751886798
260,SMB,0,0.07897153873425924
261,Mid-Market,0,0.005325865142895692
262,SMB,0,0.0870683297923376
263,Mid-Market,0,0.006124423250194664
264,Mid-Market,0,0.001243852444210819
265,Occasional,0,0.06026312516083181
266,Mid-Market,0,0.0003805583847453195
267,Mid-Market,0,0.0023502883240409432
268,Mid-Market,0,4.4246542165886326e-05
269,Mid-Market,0,0.003039112077093778
